Title,Global,Hours_Viewed,Runtime,Views,Time_Period,averageRating,numVotes,genres,Is_Global,Popularity,Sufficient Votes,Genre: Romance,Genre: Comedy,Genre: Animation,Genre: Documentary,Genre: Sport,Genre: Horror,Genre: Fantasy,Genre: Sci-Fi,Genre: Drama,Genre: News,Genre: Action,Genre: Mystery,Genre: Family,Genre: Adventure,Genre: Biography,Genre: History,Genre: Music,Genre: Short,Genre: Game-Show,Genre: Talk-Show
The Hairdresser,No,100000,106.0,100000,2023 H2,8.0,6,"Adventure,Animation,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Harmony,No,100000,115.0,100000,2024 H2,8.7,8,"Documentary,Short",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ma, I Love You",No,200000,98.0,100000,2024 H1,7.2,51,"Comedy,Drama,Family",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teorie tygra,No,100000,103.0,100000,2025 H1,7.1,876,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ATM,No,200000,122.0,100000,2024 H1,7.1,39,"Comedy,Short",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Game Changer,Yes,100000,102.0,100000,2023 H2,7.1,55,Reality-TV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made for Each Other,No,100000,93.0,100000,2024 H1,5.9,834,"Comedy,Fantasy,Romance",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Meru,No,100000,90.0,100000,2024 H1,7.7,20186,"Documentary,Sport",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klovn Forever,No,100000,95.0,100000,2024 H1,6.2,5568,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Black Sunshine Baby,No,100000,86.0,100000,2023 H2,8.2,113,"Biography,Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Is There Anybody Out There?,No,200000,87.0,100000,2024 H1,7.9,1011,"Action,Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Lost King,No,100000,108.0,100000,2024 H1,8.9,12,"Action,Adventure,Animation",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Obsession,No,100000,100.0,100000,2024 H2,6.3,16,"Crime,Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Space Between Us,No,100000,120.0,100000,2025 H1,6.7,413,"Animation,Romance,Sci-Fi",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Motu Patlu in Wonderland,No,100000,76.0,100000,2024 H2,6.3,21,Animation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Forgotten Kingdom,No,100000,97.0,100000,2023 H2,7.0,95,"Action,Adventure,Animation",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Intolerance,No,200000,108.0,100000,2024 H2,3.6,9,Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blindness,No,100000,110.0,100000,2024 H1,9.3,7,"Comedy,Drama,Short",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Daeng Phra Khanong,No,200000,96.0,100000,2024 H1,5.1,156,"Comedy,Horror,Thriller",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Scam,No,100000,119.0,100000,2023 H2,5.9,78,"Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deranged,No,100000,109.0,100000,2024 H1,3.0,436,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spinning Gold,No,300000,138.0,100000,2024 H1,5.9,1881,"Biography,Drama,Music",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
There's No Place Like Home,No,100000,103.0,100000,2023 H2,7.2,2078,"Crime,Drama,Mystery",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Morrison,No,200000,106.0,100000,2024 H2,6.0,114,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dilema,No,100000,100.0,100000,2023 H2,7.1,83,"Crime,Drama",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No Other Woman,No,100000,103.0,100000,2025 H1,6.0,393,"Drama,Romance,Thriller",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Quiet,No,100000,103.0,100000,2023 H2,8.1,413,"Drama,Short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Love for Sale 2,Yes,100000,96.0,100000,2023 H2,5.3,9,Adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Perfect Day,No,100000,97.0,100000,2023 H2,7.4,8,"Crime,Drama,Short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Prince,No,200000,152.0,100000,2023 H2,7.5,33,"Biography,Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Smashed,No,100000,81.0,100000,2024 H2,6.7,18317,Drama,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Poster Boys,No,200000,128.0,100000,2023 H2,5.4,1837,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Literally, Right Before Aaron",No,100000,102.0,100000,2023 H2,7.1,40,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Woman's Life,No,100000,75.0,100000,2023 H2,3.3,55,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Raya Tak Jadi,No,100000,87.0,100000,2024 H1,5.7,58,"Comedy,Drama",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shadow,No,100000,115.0,100000,2024 H1,8.3,403,"Crime,Drama,Mystery",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8,No,100000,99.0,100000,2025 H1,6.1,21,"Horror,Mystery,Short",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cracked,No,100000,93.0,100000,2023 H2,6.9,2060,"Crime,Drama,Mystery",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Doomsday,No,100000,109.0,100000,2023 H2,7.4,4861,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Girl,No,100000,101.0,100000,2023 H2,8.0,78,"Comedy,Crime,Drama",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paper Planes,No,200000,96.0,100000,2023 H2,7.2,7,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Daughters,No,100000,108.0,100000,2024 H1,7.2,9,"Drama,Fantasy,Short",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Grandma's Boy,No,100000,94.0,100000,2023 H2,9.6,10,"Comedy,Talk-Show",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Dark Truth,No,100000,106.0,100000,2023 H2,5.6,6476,"Action,Drama,Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Woodshock,No,100000,101.0,100000,2023 H2,4.2,2536,"Drama,Fantasy,Mystery",0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
The Two of Us,No,100000,87.0,100000,2024 H1,9.2,12,"Drama,Short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Vampire Dog,No,100000,91.0,100000,2023 H2,4.2,1310,"Comedy,Family,Fantasy",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Grasshopper,No,200000,120.0,100000,2025 H1,5.9,26,Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Easy Money,No,100000,119.0,100000,2024 H1,8.4,52,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Deep,No,200000,91.0,100000,2024 H1,7.8,697,"Drama,Mystery,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Havel Speaking, Can You Hear Me?",No,100000,85.0,100000,2024 H2,6.6,71,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girlfriend's Day,Yes,100000,71.0,100000,2023 H2,5.2,5439,"Comedy,Drama",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Captive,No,100000,112.0,100000,2024 H2,6.9,62,Action,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Triumph of the Heart,No,100000,93.0,100000,2024 H1,7.7,176,"Biography,Drama,War",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
White Nanny Black Child,No,100000,70.0,100000,2024 H2,8.0,33,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El club de los incomprendidos,No,200000,105.0,100000,2024 H1,5.6,1762,"Drama,Romance",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Animal World,No,200000,130.0,100000,2023 H2,8.5,18,"Adventure,Animation,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Thesis,No,100000,119.0,100000,2023 H2,1.5,197,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Assassination,No,300000,140.0,100000,2023 H2,8.1,100,"Documentary,History",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Death Becomes Her,No,100000,104.0,100000,2023 H2,7.2,703,"Comedy,Drama,Horror",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secret,No,100000,101.0,100000,2024 H2,5.8,33,Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Murder at 1600,No,100000,107.0,100000,2024 H1,7.3,937,"Comedy,Drama,Horror",0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Refugiado,No,100000,95.0,100000,2023 H2,6.3,461,"Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Protégé,No,100000,109.0,100000,2024 H2,7.5,347,"Action,Crime,Drama",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hello Again,No,100000,93.0,100000,2023 H2,5.1,572,"Drama,Music,Musical",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Under the Stars,No,100000,110.0,100000,2023 H2,7.4,197,"Comedy,Drama",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
So It's You,No,100000,116.0,100000,2024 H1,6.8,53,"Comedy,Romance",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Status: It's Complicated!,No,100000,111.0,100000,2023 H2,5.0,65,"Comedy,Romance",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For Your Own Good,No,100000,93.0,100000,2025 H1,7.9,471,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moss,No,200000,163.0,100000,2023 H2,7.9,71,"Action,Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A World Without,Yes,100000,107.0,100000,2024 H1,7.9,1017,"Action,Adventure,Drama",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Klassefesten 2: Begravelsen,No,100000,93.0,100000,2024 H2,5.7,2022,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youth,No,100000,119.0,100000,2024 H2,7.3,87165,"Comedy,Drama,Music",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hello Stranger,No,200000,122.0,100000,2024 H1,5.5,13,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butterfly Effect,No,100000,94.0,100000,2023 H2,8.1,1370,"Action,Adventure,Animation",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Milestone,Yes,200000,98.0,100000,2023 H2,7.9,22,"Drama,Sci-Fi",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Arianna,No,100000,80.0,100000,2023 H2,2.6,8,Reality-TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post Truth,No,200000,111.0,100000,2025 H1,8.2,47,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slice,No,100000,96.0,100000,2024 H1,4.5,40,"Horror,Short",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wir sind die Neuen,No,200000,92.0,100000,2024 H1,7.2,176,Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It Gets Better,No,200000,104.0,100000,2023 H2,7.1,140,"Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Layar,No,100000,69.0,100000,2023 H2,8.7,60,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wild Tales,No,200000,117.0,100000,2024 H1,7.4,9,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Habibie & Ainun,No,200000,125.0,100000,2025 H1,7.6,2471,"Biography,Drama,History",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
One More Try,No,100000,102.0,100000,2024 H2,6.1,251,"Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ooku,No,200000,126.0,100000,2024 H1,6.4,26,"Drama,History,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Memories of Murder,No,200000,131.0,100000,2025 H1,8.0,7,"Crime,Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outside the Box,No,100000,85.0,100000,2023 H2,8.1,42,"Comedy,Short",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cold War,No,200000,102.0,100000,2023 H2,7.8,104,"Comedy,Family,Romance",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bambanti,No,100000,83.0,100000,2023 H2,7.5,60,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dorm,No,100000,111.0,100000,2024 H1,8.4,5,"Animation,Horror,Short",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Negeri Van Oranje,No,100000,96.0,100000,2023 H2,7.1,344,"Adventure,Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Mannenharten 2,No,100000,90.0,100000,2025 H1,5.7,1012,"Comedy,Romance",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Because I Love You,No,100000,110.0,100000,2024 H1,8.4,24,"Mystery,Short",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Blast from the Past,No,100000,112.0,100000,2025 H1,7.0,8,Reality-TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder on the Home Front,No,100000,94.0,100000,2023 H2,6.6,2237,"Crime,Mystery,Thriller",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Cage - Nella gabbia,No,200000,108.0,100000,2024 H1,6.2,66,"Action,Drama,Sport",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Odyssey,No,200000,123.0,100000,2023 H2,8.7,5626,"Action,Adventure,Crime",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Public Enemy,No,200000,138.0,100000,2023 H2,7.8,138,"Crime,Drama,Mystery",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gandhi,No,200000,188.0,100000,2024 H1,8.8,13,"Drama,Short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Umrika,No,100000,96.0,100000,2023 H2,6.6,1618,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O Concurso,No,100000,87.0,100000,2023 H2,4.7,1105,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One for the Road,No,200000,128.0,100000,2023 H2,7.2,97,"Crime,Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refrain,No,100000,91.0,100000,2023 H2,6.0,178,"Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Filth,No,100000,98.0,100000,2025 H1,4.3,8,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cart,No,100000,103.0,100000,2023 H2,6.0,6,"Drama,Short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Rough Cut,No,100000,113.0,100000,2023 H2,6.2,30,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margaret Thatcher: The Iron Lady,No,100000,86.0,100000,2023 H2,6.5,323,"Biography,Documentary,History",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Katie,No,200000,86.0,100000,2024 H2,7.6,8,"Documentary,Drama",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghost Child,No,100000,87.0,100000,2023 H2,4.9,155,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Skies,No,200000,97.0,100000,2024 H2,8.0,319,"Action,Adventure,Crime",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Beginning of Life,Yes,100000,97.0,100000,2023 H2,5.5,22,"Documentary,Short",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mad Families,No,200000,87.0,100000,2023 H2,4.0,1657,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monos,No,100000,102.0,100000,2023 H2,6.8,19635,"Adventure,Drama,Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Mansion,No,100000,100.0,100000,2025 H1,7.6,38,"Documentary,Short",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Recovery Boys,Yes,200000,90.0,100000,2023 H2,6.7,866,Documentary,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yukon Assignment,No,100000,86.0,100000,2023 H2,6.6,474,"Adventure,Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99 Cahaya di Langit Eropa,No,100000,98.0,100000,2024 H1,6.3,346,"Adventure,Drama",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Romantic Road,No,100000,81.0,100000,2023 H2,6.8,185,"Adventure,Documentary,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Haji Backpacker,No,100000,106.0,100000,2023 H2,6.7,57,"Adventure,Drama",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Acusada,No,100000,113.0,100000,2023 H2,6.0,2703,"Crime,Drama,Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Comme des garçons,No,100000,90.0,100000,2023 H2,6.0,681,"Comedy,Drama,History",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Off Course,No,100000,106.0,100000,2024 H2,8.2,9,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. & Mrs. Cruz,No,100000,115.0,100000,2023 H2,7.2,114,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chhota Bheem & Krishna: Pataliputra- City of the Dead,No,100000,66.0,100000,2023 H2,8.1,251,Animation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Best Summer,No,100000,108.0,100000,2023 H2,4.2,69,"Comedy,War",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ordinary Love,No,100000,92.0,100000,2023 H2,6.6,5638,"Drama,Romance",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Drowning Love,No,200000,112.0,100000,2025 H1,6.8,10,"Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Camp Sawi,No,100000,109.0,100000,2023 H2,6.7,218,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back on the Strip,No,100000,116.0,100000,2024 H1,4.3,825,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One in a Billion,Yes,100000,70.0,100000,2023 H2,6.7,597,"Documentary,Sport",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazantzakis,No,200000,116.0,100000,2023 H2,6.2,2073,Biography,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The White Helmets,Yes,100000,41.0,100000,2024 H1,7.5,8440,"Documentary,Short,War",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chhota Bheem - Dinosaur World,No,100000,65.0,100000,2024 H1,6.8,29,Animation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adore,No,100000,111.0,100000,2023 H2,7.0,36,"Romance,Short",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coração de Cowboy,No,200000,115.0,100000,2024 H1,6.2,654,"Drama,Music",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Crô em Família,No,100000,87.0,100000,2024 H1,3.9,125,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhota Bheem: Journey to Petra,No,100000,68.0,100000,2023 H2,7.2,167,"Action,Adventure,Animation",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
A Man Wanted,No,200000,101.0,100000,2023 H2,6.3,825,"Comedy,Drama,Romance",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mio fratello rincorre i dinosauri,No,100000,102.0,100000,2024 H2,6.6,1091,"Comedy,Family",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ivy,No,100000,105.0,100000,2023 H2,6.8,27,"Drama,Short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Be with You,No,200000,132.0,100000,2023 H2,7.2,32,"Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yowis Ben,No,100000,99.0,100000,2024 H1,7.3,3508,"Comedy,Music,Romance",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Paddleton,Yes,100000,89.0,100000,2023 H2,7.2,16096,"Comedy,Drama",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maybe Tomorrow,No,100000,84.0,100000,2023 H2,8.4,18,"Drama,Romance,Short",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Meet Me in St. Gallen,No,100000,94.0,100000,2024 H1,6.9,350,"Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Keep a Lid on It,No,200000,100.0,100000,2023 H2,8.1,39,"Comedy,Drama,Family",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Goodbye Mom,No,100000,110.0,100000,2024 H1,9.7,23,"Drama,Mystery",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Jewel,No,100000,108.0,100000,2023 H2,8.7,9,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battle of Dunkirk: From Disaster to Triumph,No,100000,73.0,100000,2023 H2,7.1,162,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marionette,No,100000,102.0,100000,2024 H1,5.9,2639,"Mystery,Thriller",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Camp,No,200000,86.0,100000,2024 H1,8.8,62,"Adventure,Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
How to Build a Girl,No,100000,104.0,100000,2023 H2,6.0,5327,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Church,No,200000,105.0,100000,2024 H1,7.6,32980,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Streif: One Hell of a Ride,No,100000,120.0,100000,2024 H1,6.6,675,"Documentary,History,News",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Bodyguard,No,100000,98.0,100000,2024 H2,8.0,39,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Njan Prakashan,No,200000,125.0,100000,2023 H2,7.7,6266,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
